event_date,event_centroid_lat,event_centroid_long,animal_type,event_animal_number,event_animal_number_died,investigation_description,researcher_id
1913-02-13,51.4995,-9.1175,{Ziphius},566,566,a)Cuvier's Beaked Whale b)E=-1014900m N=6685600m,1
1913-03-06,50.72227152,-1.744973366,{Globicephala},1123,1123,Long-finned Pilot Whale,1
1913-03-06,60.44977781,-1.605549405,{Lagenorhynchus},1,1,White-sided Dolphin,1
1913-04-21,52.1049,-9.8976,{cetacean},2882,2882,a)Unidentified Cetaceans b)E=-1101700m N=6785400,1
1913-05-06,53.34364192,0.268462387,{cetacean},2883,2883,Unidentified Cetaceans,1
1913-07-08,58.67203558,-3.374386965,{Balaenoptera},2609,2609,Fin Whale,1
1913-07-25,57.59815056,-3.762044958,{cetacean},2884,2884,Unidentified Cetaceans,1
1913-08-01,54.62191569,-1.078397772,{Phocoena},1809,1809,a)1st info 1913/8-12 b)Common Porpoise,1
1913-08-01,54.62191569,-1.078397772,{Phocoena},4110,4110,a)1st info 1913/9 (of 1913/8-12) b)Common Porpoise,1
1913-08-01,54.62191569,-1.078397772,{Phocoena},4111,4111,a)1st info 1913/10 (of 1913/8-12) b)Common Porpoise,1
1913-08-01,54.62191569,-1.078397772,{Phocoena},4112,4112,a)1st info 1913/11 (of 1913/8-12) b)Common Porpoise,1
1913-08-01,54.62191569,-1.078397772,{Phocoena},4113,4113,a)1st info 1913/12 (of 1913/8-12) b)Common Porpoise,1
1913-08-08,55.07264096,-1.447110532,{cetacean},2885,2885,Unidentified Cetaceans,1
1913-08-09,55.1446,-8.1907,{Balaenoptera},2610,2610,a)Fin Whale b)E=-911700m N=7354900m,1
1913-08-11,54.62191569,-1.078397772,{Phocoena},1810,1810,Common Porpoise  Printout gives Mass,1
1913-08-11,54.62191569,-1.078397772,{Phocoena},1811,1811,Common Porpoise  Printout gives Mass,1
1913-08-12,55.04374785,-5.0509199,{cetacean},2886,2886,Unidentified Cetaceans,1
1913-08-21,52.85196601,1.484746092,{cetacean},2887,2887,Unidentified Cetaceans,1
1913-08-23,49.20119693,-2.019896829,{Grampus},981,981,"a)Risso's Dolphin. Estimated gref=49deg 11'47''N, 002deg 01'19''W (DKP) b)JREC=3.5m, 01 Aug 1913, 1st info 4m, dead,",1
1913-08-24,57.34539911,-1.93353066,{Balaenoptera},328,328,Lesser Rorqual,1
1913-08-28,60.44977781,-1.605549405,{Phocoena},1812,1812,Common Porpoise,1
1913-09-06,53.76752787,-6.18640282,{Balaenoptera},476,476,Unidentified rorquals,1
1913-09-07,52.85196601,1.484746092,{cetacean},2888,2888,Unidentified Cetaceans,1
1913-09-07,52.78691229,1.61455665,{cetacean},2889,2889,Unidentified Cetaceans,1
1913-09-08,52.82606959,1.539102051,{cetacean},2890,2890,Unidentified Cetaceans,1
1913-09-08,52.94571824,1.222764354,{odontocete},1544,1544,Unidentified Odontocetes,1
1913-09-08,53.30812209,0.292099847,{odontocete},1545,1545,Unidentified Odontocetes,1
1913-09-11,52.85196601,1.484746092,{odontocete},1546,1546,Unidentified Odontocetes,1
1913-09-13,53.4899967,-3.055160234,{odontocete},1547,1547,Unidentified Odontocetes,1
1913-09-18,53.47239305,0.162296952,{odontocete},1548,1548,Unidentified Odontocetes,1
1913-09-19,55.50285538,-1.613678014,{odontocete},1549,1549,Unidentified Odontocetes,1
1913-09-20,50.06830446,-5.078853852,{odontocete},1550,1550,Unidentified Odontocetes,1
1913-09-22,51.00373224,0.982865411,{Delphinus},699,699,Common dolphin,1
1913-09-26,56.55343565,-2.580797076,{Balaenoptera},329,329,Lesser Rorqual,1
1913-09-26,52.02026838,1.441543036,{Phocoena},1813,1813,Common Porpoise    Printout gives Mass,1
1913-09-26,52.02026838,1.441543036,{Phocoena},1814,1814,Common Porpoise   Printout gives Mass,1
1913-09-27,53.14503612,0.355191236,{Hyperoodon},225,225,Bottle-nosed Whale,1
1913-09-29,53.41946619,0.20476473,{odontocete},1551,1551,Unidentified Odontocetes. Grid ref. chosen for Saltfleet not          Mablethorpe (DKP).,1
1913-09-29,50.26927153,-4.780191696,{cetacean},2891,2891,Unidentified Cetaceans,1
1913-10-01,53.34364192,0.268462387,{odontocete},1552,1552,a)1st info 1913/41-42 b)Unidentified Odontocetes,1
1913-10-01,53.34364192,0.268462387,{odontocete},1553,1553,a)1st info 1913/42 (of 1913/41-42) b)Unidentified Odontocetes,1
1913-10-01,52.82606959,1.539102051,{odontocete},1554,1554,Unidentified Odontocetes,1
1913-10-02,51.38175044,1.310001397,{Phocoena},1815,1815,Common Porpoise,1
1913-10-02,53.34364192,0.268462387,{odontocete},1555,1555,Unidentified Odontocetes,1
1913-10-04,52.64631563,1.739004265,{odontocete},1556,1556,Unidentified Odontocetes,1
1913-10-05,52.08461433,1.576455733,{odontocete},1557,1557,Unidentified Odontocetes,1
1913-10-05,50.83472754,0.478432091,{cetacean},2892,2892,Unidentified Cetaceans,1
1913-10-05,53.554,-10.0971,{Delphinus},700,700,a)common dolphin b)E=-1123900m N=7051700m,1
1913-10-06,54.10461041,-0.113960742,{cetacean},2893,2893,Unidentified Cetaceans,1
1913-10-06,55.87366482,-2.087908516,{cetacean},2894,2894,Unidentified Cetaceans,1
1913-10-08,52.93159682,1.311026456,{odontocete},1558,1558,Unidentified Odontocetes,1
1913-10-09,52.15120734,1.60519521,{cetacean},2895,2895,Unidentified Cetaceans,1
1913-10-10,57.66819516,-7.344552614,{Balaenoptera},330,330,Lesser Rorqual,1
1913-10-11,50.78556571,-0.630903629,{Hyperoodon},226,226,Bottle-nosed Whale,1
1913-10-11,54.57274628,-0.895402129,{cetacean},2896,2896,Unidentified Cetaceans,1
1913-10-11,52.93159682,1.311026456,{odontocete},1559,1559,Unidentified Odontocetes,1
1913-10-12,50.7205948,-1.808736904,{cetacean},2897,2897,Unidentified Cetaceans,1
1913-10-14,52.02026838,1.441543036,{odontocete},1560,1560,Unidentified Odontocetes,1
1913-10-15,55.86063208,-6.32357187,{Lagenorhynchus},66,66,White-beaked Dolphin,1
1913-10-17,53.34364192,0.268462387,{odontocete},1561,1561,Unidentified Odontocetes,1
1913-10-25,50.62832819,-1.39198275,{cetacean},2898,2898,Unidentified Cetaceans; Hampshire,1
1913-10-29,51.3060052,1.379176385,{odontocete},1562,1562,Unidentified Odontocetes,1
1913-10-31,56.26033202,-2.61832577,{Balaenoptera},331,331,Lesser Rorqual,1
1913-11-01,50.71617714,-1.865420128,{odontocete},1563,1563,Unidentified Odontocetes,1
1913-11-04,50.26562943,-3.650229459,{Grampus},982,982,"a)1st info 1913/67-68 b)Risso's Dolphin c)Grid ref chosen for Torcross (Matchcombe Sands not  marked on map, could be Mattiscombe) (DKP).",1
1913-11-04,50.26562943,-3.650229459,{Grampus},983,983,"a)1st info 1913/68 (of 1913/67-68) b)Risso's Dolphin c)Grid ref chosen for Torcross (Matchcombe Sands not  marked on map, could be Mattiscombe) (DKP).",1
1913-11-21,55.1961,-7.8914,{Delphinus},701,701,a)Common dolphin b)E=-878400 N=7364900 Grid ref taken from Sheeps Bay - LEJ,1
1913-11-24,50.942391,0.918420142,{odontocete},1564,1564,Unidentified Odontocetes,1
1913-12-01,53.9636,-10.0586,{Delphinus},702,702,"a)Common dolphin, b)E=-1116900 N=7128700",1
1913-12-17,50.26927153,-4.780191696,{odontocete},1565,1565,Unidentified Odontocetes,1
1913-12-19,50.91203364,0.98055249,{odontocete},1566,1566,Unidentified Odontocetes,1
1913-12-22,53.52048881,-3.063460343,{cetacean},2899,2899,Unidentified Cetaceans,1
1913-12-18,57.58633013,-4.067650645,{Physeter},1083,1083,Sperm whale,1
1914-01-13,51.18548864,1.408996762,{Phocoena},1816,1816,Common Porpoise,1
1914-01-19,50.81116909,0.356505279,{odontocete},1567,1567,Unidentified Odontocetes,1
1914-02-04,50.33510109,-4.49589857,{odontocete},1568,1568,Unidentified Odontocetes. Locality marked on map as Talland Bay.,1
1914-02-09,52.2082,-6.7522,{Delphinus},703,703,"a)Common dolphin, b)E=751600m N=6804100",1
1914-02-12,50.7794077,0.037108252,{Phocoena},1817,1817,Common Porpoise,1
1914-02-13,54.11354149,-3.274420365,{odontocete},1569,1569,Unidentified Odontocetes,1
1914-02-18,52.1808,-6.3539,{Delphinus},704,704,"a)Common dolphin, b)E=-707200m N=6799100m",1
1914-02-22,50.71618511,-1.87250326,{cetacean},2900,2900,Unidentified Cetaceans,1
1914-02-28,51.7694,-10.1017,{Balaenoptera},2611,2611,a)Fin Whale b)E=-1124400m N=6725000m Take from nearest found location - Catherdaniel,1
1914-03-02,50.68413684,-3.094322106,{Balaenoptera ?},477,477,Unidentified rorquals,1
1914-03-03,55.53887774,-1.6386808,{Globicephala},1124,1124,Long-finned Pilot Whale,1
1914-03-11,55.13580372,-1.505850219,{Hyperoodon},227,227,Bottle-nosed Whale,1
1914-03-27,53.571,-6.0906,{Phocoena},1818,1818,"a)Common Porpoise, b)E=-677900m N=7054900m",1
1914-03-29,52.6921,-9.5743,{odontocete},1570,1570,a)Unidentified Odontocetes b)E=-1060100m N=6892200m Taken from nearest point - Kilrush,1
1914-04-01,52.67378882,1.72359339,{odontocete},1571,1571,Unidentified Odontocetes,1
1914-04-12,57.47465806,-4.289866843,{Delphinus},705,705,Common dolphin,1
1914-04-21,51.5495619,0.846042838,{Phocoena},1819,1819,Common Porpoise,1
1914-04-27,53.34364192,0.268462387,{Phocoena},1820,1820,Common Porpoise,1
1914-05-01,51.39630333,0.932856414,{Phocoena},1821,1821,Common Porpoise,1
1914-05-01,57.59847053,-3.982980949,{Hyperoodon},228,228,Bottle-nosed Whale,1
1914-05-02,52.78691229,1.61455665,{Phocoena},1822,1822,Common Porpoise,1
1914-06-07,52.78691229,1.61455665,{Phocoena},1823,1823,Common Porpoise,1
1914-06-11,55.2948,-7.418,{odontocete},1572,1572,a)Unidentified Odontocetes b)E=-825700m N=7384100m taken at closet point - Ballyliffen,1
1914-06-11,54.61628407,-1.047550172,{Lagenorhynchus},67,67,White-beaked Dolphin,1
1914-06-13,50.58599838,-2.416753212,{odontocete},1573,1573,Unidentified Odontocetes,1
1914-06-14,51.3060052,1.379176385,{Phocoena},1824,1824,Common Porpoise,1
1914-06-15,51.22156347,1.405933318,{Phocoena},1825,1825,Common Porpoise,1
1914-06-16,52.82606959,1.539102051,{odontocete},1574,1574,Unidentified Odontocetes,1
1914-06-20,50.71349453,-1.879593308,{odontocete},1575,1575,Unidentified Odontocetes,1
1914-06-22,57.41178866,-1.835190794,{Lagenorhynchus},68,68,White-beaked Dolphin,1
1914-07-03,53.14503612,0.355191236,{Phocoena},1826,1826,Common Porpoise,1
1914-07-11,53.14503612,0.355191236,{Phocoena},1827,1827,Common Porpoise,1
1914-07-12,52.78036033,1.622914114,{Phocoena},1828,1828,Common Porpoise,1
1914-07-13,58.47607032,-3.109485418,{Lagenorhynchus},69,69,White-beaked Dolphin,1
1914-07-17,50.7863512,-0.621232633,{Tursiops},560,560,"a) Bottle-nosed Dolphin. b) 1st info Middleton, Feltham, taken as Middleton, Felpham.",1
1914-07-24,53.3457,-6.2292,{Phocoena},1829,1829,"a)Common Porpoise, b)E=-693300m N=7012900m",1
1914-07-24,53.30812209,0.292099847,{odontocete},1576,1576,Unidentified Odontocetes,1
1914-07-22,55.1159815,-1.493551193,{odontocete},1577,1577,Unidentified Odontocetes,1
1914-07-25,53.08978535,0.329766906,{Phocoena},1830,1830,Common Porpoise,1
1914-07-26,51.93225498,1.279091882,{Tursiops},561,561,Bottle-nosed Dolphin,1
1914-09-04,55.32922604,-1.558619481,{Lagenorhynchus},70,70,White-beaked Dolphin,1
1914-09-05,52.78499156,0.37277381,{Hyperoodon},229,229,Bottle-nosed Whale,1
1914-09-15,54.86900904,-3.683096423,{Hyperoodon},230,230,Bottle-nosed Whale,1
1914-09-21,52.2766,-6.3756,{Mesoplodon},504,504,a)Sowerby's Beaked Whale b)E=-709600m N=6816500m,1
1914-09-21,58.60833078,-3.671429589,{Balaenoptera},548,548,Sei Whale,1
1914-10-18,51.36929215,1.273171762,{Balaenoptera},2612,2612,Fin Whale,1
1914-10-19,50.91203364,0.98055249,{Phocoena},1831,1831,Common Porpoise,1
1914-10-30,52.64631563,1.739004265,{odontocete},1578,1578,Unidentified Odontocetes,1
1914-10-31,52.82606959,1.539102051,{odontocete},1579,1579,Unidentified Odontocetes,1
1914-11-17,58.64474835,-3.025227303,{Balaenoptera},2613,2613,Fin Whale,1
1914-11-23,51.18185213,-3.397975725,{Hyperoodon},231,231,Bottle-nosed Whale,1
1914-11-25,50.91583554,0.901103826,{Phocoena},1832,1832,Common Porpoise,1
1914-12-04,56.79334001,-2.333998392,{Delphinus},706,706,Common dolphin,1
1914-12-14,50.81116909,0.356505279,{Phocoena},1833,1833,Common Porpoise,1
1915-02-27,49.89435271,-6.350646935,{Tursiops},562,562,Bottle-nosed Dolphin,1
1915-03-14,58.59853718,-3.5195089,{Ziphius},567,567,Cuvier's Beaked Whale,1
1915-03-30,53.14503612,0.355191236,{odontocete},1580,1580,Unidentified Odontocetes,1
1915-03-16,51.6157,-9.5413,{Globicephala},1125,1125,a)Long-finned Pilot Whale b)E=-1062000m N=6697400m,1
1915-04-24,53.30812209,0.292099847,{odontocete},1581,1581,Unidentified Odontocetes,1
1915-05-03,53.09175688,0.320911026,{Phocoena},1834,1834,Common Porpoise,1
1915-05-12,55.34910612,-1.589941574,{Balaenoptera},2614,2614,Fin Whale,1
1915-05-23,53.99541628,-0.204344963,{Phocoena},1835,1835,Common Porpoise,1
1915-06-19,52.82606959,1.539102051,{Phocoena},1836,1836,Common Porpoise,1
1915-06-27,51.54876859,0.841665084,{Phocoena},1837,1837,Common Porpoise,1
1915-07-07,56.55524013,-2.579197733,{Phocoena},1838,1838,Common Porpoise,1
1915-07-18,52.1937,-6.8348,{Ziphius},568,568,a)Cuvier's Beaked Whale b)E=-760700m N=6801500m,1
1915-07-22,54.57274628,-0.895402129,{Lagenorhynchus},71,71,White-beaked Dolphin,1
1915-08-04,51.57081183,-4.285902338,{Balaenoptera},332,332,Lesser Rorqual,1
1915-08-05,54.49259357,-0.618079573,{Phocoena},1839,1839,Common Porpoise,1
1915-08-13,57.48919851,-4.230700216,{Mesoplodon},505,505,Sowerby's Beaked Whale,1
1915-09-13,49.96687316,-6.312546229,{Delphinus},707,707,a)1st info 1915/18-22 b)Common dolphin,1
1915-09-13,49.96687316,-6.312546229,{Delphinus},4106,4106,a)1st info 1915/19 (of 1915/18-22) b)Common dolphin,1
1915-09-13,49.96687316,-6.312546229,{Delphinus},4107,4107,a)1st info 1915/20 (of 1915/18-22) b)Common dolphin,1
1915-09-13,49.96687316,-6.312546229,{Delphinus},4108,4108,a)1st info 1915/21 (of 1915/18-22) b)Common dolphin,1
1915-09-13,49.96687316,-6.312546229,{Delphinus},4109,4109,a)1st info 1915/22 (of 1915/18-22) b)Common dolphin,1
1915-09-17,51.40918226,0.735191481,{Phocoena},1840,1840,Common Porpoise,1
1915-09-22,51.95978874,1.355362459,{odontocete},1582,1582,"Unidentified Odontocetes. Cobbolds Point not on map, grid ref. chosen for Felixstowe.",1
1915-10-21,53.99541628,-0.204344963,{Balaenoptera},333,333,Lesser Rorqual,1
1915-10-26,50.78556571,-0.630903629,{Delphinus},708,708,Common dolphin,1
1915-12-11,51.6434,-8.5394,{odontocete},1583,1583,a)Unidentified Odontocetes b)E=-950500m N=6702400m,1
1915-12-22,55.1909,-7.9787,{Delphinus},709,709,"a)Common dolphin E=-888100m N=7363900m Taken from Dunfanaghy Bay, no information on St Catherines Island.",1
1916-01-22,54.5856,-8.4291,{Ziphius},569,569,a)Cuvier's Beaked Whale b)E=-938200m N=7247000m,1
1916-02-04,53.19988763,0.355203519,{Lagenorhynchus},72,72,White-beaked Dolphin,1
1916-02-10,51.1310378,-4.236951266,{Balaenoptera},2615,2615,Fin Whale,1
1916-03-10,56.73146482,-2.286047227,{Phocoena},1841,1841,Common Porpoise,1
1916-05-23,54.86824121,-3.737613736,{Orcinus},1748,1748,Killer Whale,1
1916-05-26,52.85714589,-4.124150858,{Tursiops},563,563,Bottle-nosed Dolphin,1
1916-06-05,50.34783678,-5.155961868,{Balaenoptera},334,334,Lesser Rorqual,1
1916-06-07,50.4434525,-5.045387207,{Ziphius},570,570,Cuvier's Beaked Whale,1
1916-06-09,54.276,-9.0601,{Lagenorhynchus},2,2,a)White-sided Dolphin b)E=-1008500m N=7187900m,1
1916-06-22,50.63108829,-1.403966883,{Tursiops},564,564,Bottle-nosed Dolphin; Hampshire,1
1916-07-07,50.81116909,0.356505279,{Phocoena},1842,1842,Common Porpoise   Printout gives Mass,1
1916-07-07,50.81116909,0.356505279,{Phocoena},1843,1843,Common Porpoise   Printout gives Mass,1
1916-07-08,50.81116909,0.356505279,{Phocoena},1844,1844,Common Porpoise,1
1916-07-13,52.1823,-6.8288,{Phocoena},1845,1845,a)Common Porpoise b)E=-760100m N=6799400m,1
1916-07-25,53.90930466,-0.157794745,{odontocete},1584,1584,Unidentified Odontocetes,1
1916-08-07,56.49887236,-2.706679744,{Hyperoodon},232,232,Bottle-nosed Whale,1
1916-08-16,53.24363791,-4.586964231,{Tursiops},565,565,Bottle-nosed Dolphin,1
1916-08-24,54.57274628,-0.895402129,{Phocoena},1846,1846,Common Porpoise,1
1916-08-26,56.06028208,-2.722728493,{Balaenoptera},335,335,Lesser Rorqual,1
1916-09-04,53.3986,-9.9196,{Physeter},1084,1084,a)Sperm whale b)E=-1104100m N=7022700m,1
1916-09-05,53.20808992,0.349662326,{Mesoplodon},506,506,"a) Sowerby's Beaked Whale. b) 1st info 07 Sep 1916, no sex, 18ft.,    but Harmer, 1921 (Report No. 7), p.5. c) Appeared to have been killed by rifle-shots, perhaps in mistake for a German submarine. d) A small cetacean, with much damaged head, was lying near it, and Mr. Storer   suggests that this may have been either the calf of the Mesoplodon or a porpoise.",1
1916-09-05,53.146,0.354,{cetacean},5990,5990,"'A small cetacean, with much damaged head, was lying near [the female Mesoplodon bidens SW 1916/21], and Mr. Storer suggests that this may  have been either the calf of the Mesoplodon or a porpoise.' Info from Harmer, 1921 (Report No.7), p.5.",1
1916-10-03,57.48869265,-7.049177082,{Hyperoodon},233,233,"a)Bottle-nosed Whale. b)1st entered as Grimsay, N. of Benbecula,      Outer Hebrides, Inverness, Scotland, but original card in Mammal      Section says ''floating ca 6 miles E of Grimsay Island, near E side   of Island of Rona''.",1
1916-10-13,50.91138997,0.934977418,{odontocete},1585,1585,Unidentified Odontocetes,1
1916-10-15,50.59912401,-2.508722056,{Delphinus},710,710,Common dolphin,1
1916-10-18,58.59137055,-3.071840318,{Balaenoptera},336,336,Lesser Rorqual,1
1916-10-09,55.2445,-7.5208,{Balaenoptera},478,478,a)Unidentified rorquals b)E=-837100m N=7374300m,1
1916-12-08,54.49549952,-0.636512534,{cetacean},2901,2901,Unidentified Cetaceans,1
1916-12-28,53.4906,-10.0289,{cetacean},2902,2902,a)Unidentified Cetaceans b)E=-1116300m N=7039900,1
1917-03-20,55.1902,-7.9192,{Phocoena},1847,1847,a)Common Porpoise b)E=-881500m N=7363800m,1
1917-03-23,55.1823,-7.8915,{Lagenorhynchus},73,73,a)White-beaked Dolphin b)E=-878400 N=7362200m,1
1917-03-26,53.5985,-9.9512,{cetacean},2903,2903,a)Unidentified Cetaceans b)E=-1107700m N=7060100m,1
1917-05-23,58.27694943,-3.357343134,{Physeter},1085,1085,Sperm whale,1
1917-05-28,53.12272752,0.346496866,{Lagenorhynchus},3,3,White-sided Dolphin,1
1917-06-02,50.78556571,-0.630903629,{cetacean},2904,2904,Unidentified Cetaceans,1
1917-06-09,52.9357,-9.3944,{Mesoplodon},5991,5991,"a)1st. info Ziphius cavirostris. Alive when first observed, and       driven ashore by fishermen in canoes. Info from Harmer, 1918 (Report  No. 5), pp.5, 8-9, and Harmer, 1919 (Report No. 6), pp.5, 18-20.",1
1917-06-14,50.72345213,-0.788576019,{cetacean},2905,2905,Unidentified Cetaceans,1
1917-06-15,50.81116909,0.356505279,{Phocoena},1848,1848,Common Porpoise,1
1917-06-26,50.73848514,-0.764092942,{Tursiops},2651,2651,a)1st info 1917/10-11 b)Bottle-nosed Dolphin  (Came ashore with 1917/11),1
1917-06-26,50.73848514,-0.764092942,{Tursiops},2652,2652,"a)1st info 1917/11 (of 1917/10-11) b)Bottle-nosed Dolphin ('This specimen came ashore with 1917/10, of which it may have been the calf')",1
1917-06-30,50.69648818,-1.086648668,{Tursiops},2653,2653,Bottle-nosed Dolphin; Hampshire,1
1917-07-07,53.14503612,0.355191236,{Phocoena},1849,1849,Common Porpoise,1
1917-07-09,53.34364192,0.268462387,{Phocoena},1850,1850,Common Porpoise,1
1917-07-26,58.60896274,-3.549227637,{Hyperoodon},234,234,Bottle-nosed Whale,1
1917-07-28,50.91354286,0.92088301,{Phocoena},1851,1851,Common Porpoise,1
1917-08-01,55.93969745,-2.349030661,{Balaenoptera},337,337,Lesser Rorqual,1
1917-08-02,56.00204462,-2.508353571,{Balaenoptera},479,479,Unidentified rorquals,1
1917-08-11,50.55800811,-2.446156052,{Delphinus},711,711,Common dolphin,1
1917-08-08,53.9834409,-3.064542598,{Tursiops},2654,2654,Bottle-nosed Dolphin,1
1917-08-16,50.59912401,-2.508722056,{Delphinus},712,712,Common dolphin,1
1917-08-23,52.8608457,-4.118388682,{Delphinus},713,713,Common dolphin,1
1917-09-05,51.99575805,1.387199049,{odontocete},1586,1586,Unidentified Odontocetes,1
1917-09-22,51.526,-9.5332,{Balaenoptera},338,338,a)Lesser Rorqual. b)Locality on some maps as Skull. c)E=-1061100m N=6681400m,1
1917-09-20,51.5156,-9.5429,{Hyperoodon},235,235,a)Bottle-nosed Whale. b)Locality on some maps as Skull. c)E=-1062200m N=6679500m,1
1917-10-04,55.2866,-7.4815,{cetacean},2906,2906,a)Unidentified Cetaceans b)E=-832700m N=7382500m,1
1917-10-13,49.89351553,-6.37286095,{Balaenoptera},2616,2616,Fin Whale,1
1917-10-24,50.54642606,-2.416404299,{odontocete},1587,1587,Unidentified Odontocetes,1
1917-10-27,50.61375782,-2.449510306,{Hyperoodon},236,236,Bottle-nosed Whale,1
1917-11-02,53.56602502,0.204831211,{Lagenorhynchus},74,74,White-beaked Dolphin,1
1918-01-25,58.6456464,-3.025253631,{Globicephala},1126,1126,Long-finned Pilot Whale,1
1918-02-02,52.15120734,1.60519521,{Lagenorhynchus},75,75,White-beaked Dolphin,1
1918-02-03,52.02984302,1.452487734,{Lagenorhynchus},76,76,White-beaked Dolphin,1
1918-02-03,52.03680959,1.460318183,{Lagenorhynchus},77,77,White-beaked Dolphin,1
1918-02-05,51.4971,-9.2912,{Delphinus},714,714,a)Common dolphin b)E=-1034200m N=6676200m,1
1918-02-10,51.22043256,1.44453004,{Lagenorhynchus},78,78,White-beaked Dolphin,1
1918-03-01,52.24666485,-4.263351983,{Delphinus},715,715,"a)Common dolphin b)'Aberayron, Cardigan'",1
1918-03-04,52.42894313,-4.082901563,{Delphinus},716,716,Common dolphin,1
1918-03-03,54.98818262,-7.620351091,{Orcinus},1749,1749,"a)Gref are UK (Irish approx C243157 = 224337,415736)",1
1918-04-03,50.80117032,-0.50980823,{Orcinus},1750,1750,Killer Whale,1
1918-04-10,52.00607755,1.434622636,{Balaenoptera},2617,2617,Fin Whale,1
1918-04-15,50.91138997,0.934977418,{Orcinus},1751,1751,Killer Whale,1
1918-05-08,51.48258006,-0.147194062,{Tursiops},2655,2655,"a)Bottle-nosed Dolphin. b)1st. info Battersea, but stranded on the    mud close to the wharf of Messrs. Drew-Bear, Perks and Co., Ltd.      (Harmer, 1919). c)The teeth ... were worn almost down to the level of the gum, while those in the middle of the series had been completely  lost ... much of the flesh was eaten with satisfaction by many        persons ... (Harmer, 1919).",1
1918-06-21,50.32827987,-4.641694893,{Balaenoptera},339,339,Lesser Rorqual,1
1918-07-03,53.34364192,0.268462387,{Phocoena},1852,1852,Common Porpoise,1
1918-07-03,56.44766518,-2.374439336,{Balaenoptera},2618,2618,Fin Whale,1
1918-07-26,56.92640976,-7.534046403,{Balaenoptera},340,340,Lesser Rorqual,1
1918-08-03,56.47684421,-2.185089849,{Balaenoptera},341,341,Lesser Rorqual,1
1918-08-05,57.01919845,-2.156479918,{Balaenoptera},342,342,Lesser Rorqual,1
1918-08-07,52.3643,-9.8321,{Tursiops},2656,2656,a)Bottle-nosed Dolphin b)E=-1094400m N=6832400m,1
1918-08-07,50.52648414,-2.457710709,{Tursiops},2657,2657,Bottle-nosed Dolphin,1
1918-08-13,53.4147,-10.1477,{Delphinus},717,717,a)Common dolphin b)E=-1129500m N=7025700m,1
1918-08-15,53.2972,-9.8448,{cetacean},2907,2907,a)Unidentified Cetaceans b)E=-1095800m N=7003900m,1
1918-08-17,54.74122945,-3.472713353,{Tursiops},2658,2658,Bottle-nosed Dolphin,1
1918-08-19,57.34539911,-1.93353066,{Balaenoptera},343,343,Lesser Rorqual,1
1918-08-20,53.2269,-9.4983,{Tursiops},2659,2659,"a)Bottle-nosed Dolphin; b)BMNH Rep No.6 1918 map p25 puts locality NW of  Galway in 1st major bay, E.of Mweenish Id c)E=-1057200m N=6990800m",1
1918-08-20,53.42397754,-3.098677344,{Tursiops},5994,5994,"Info from Harmer, 1921 (Report No. 7), p.13.",1
1918-08-25,60.13236752,-1.288910582,{Lagenorhynchus},4,4,White-sided Dolphin,1
1918-08-26,52.3631,-9.8361,{Tursiops},2660,2660,a)Bottle-nosed Dolphin b)E=-1094900m N=6832200m,1
1918-08-27,58.81395859,-3.194715159,{Globicephala},1127,1127,a)1st info 1918/28-29 b)Long-finned Pilot Whale  (Obtained at the same time as 1918/29),1
1918-08-27,58.81395859,-3.194715159,{Globicephala},1128,1128,a)1st info 1918/29 (of 1918/28-29) b)Long-finned Pilot Whale  (Obtained at the same time as 1918/28),1
1918-09-04,51.67860076,-4.246479947,{Hyperoodon},237,237,Bottle-nosed Whale,1
1918-09-04,53.1242,-9.1653,{Hyperoodon},238,238,a)Bottle-nosed Whale. b)Locality is now Ballyvaghan. c)E=-1020200m N=6971800m,1
1918-09-07,52.82606959,1.539102051,{Phocoena},1853,1853,Common Porpoise,1
1918-09-10,54.86813299,-3.39785374,{Balaenoptera},2619,2619,Fin Whale,1
1918-09-22,53.1498,-9.7738,{Delphinus},718,718,a)Common dolphin. b)E=-1087900m N=6976500m,1
1918-09-26,52.85714589,-4.124150858,{Tursiops},2661,2661,Bottle-nosed Dolphin,1
1918-10-01,52.69290005,-4.055486649,{Tursiops},2662,2662,Bottle-nosed Dolphin,1
1918-10-07,52.1113,-9.9061,{Globicephala},1129,1129,a)Long-finned Pilot Whale b)E=-1102600m N=6786500m,1
1918-10-19,55.3317,-7.1774,{Balaenoptera},2620,2620,a)Fin Whale b)E=-798900m N=7391300m,1
1918-10-30,51.5287,-9.5403,{Delphinus},719,719,a)Common dolphin. b)Locality on some maps as Skull. c)E=-1061900m N=6681900m,1
1918-11-05,53.91197656,-0.156154378,{Phocoena},1854,1854,Common Porpoise,1
1919-01-07,54.2224,-10.0115,{Balaenoptera},344,344,"a)Lesser Rorqual b)E=-1114400m N=7177700m c)Broadhaven is the name of a large bay, gref taken from Stonefield to the East of the Bay.",1
1919-01-14,57.110921,-2.059444056,{Balaenoptera},345,345,Lesser Rorqual,1
1919-01-20,51.64228404,-4.80558615,{Balaenoptera},2621,2621,Fin Whale,1
1919-04-26,52.75953034,1.656770456,{Lagenorhynchus},79,79,White-beaked Dolphin,1
1919-05-01,52.60575691,1.741454932,{Lagenorhynchus},80,80,White-beaked Dolphin,1
1919-05-07,54.98063679,-1.378054229,{Balaenoptera},346,346,Lesser Rorqual,1
